35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
35,35,35,35,35,35,32,33,34,35,35,35,35,35,35,35,30,31,35,35,35,35,35,35,35,35,35,35,35,35,35,35
30,31,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,32,33,34,35,35
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
02,01,01,03,04,05,11,11,10,10,16,17,08,09,08,09,24,25,13,12,13,26,27,20,21,20,28,29,13,12,22,23
08,09,09,09,09,08,14,15,16,17,09,09,09,09,24,25,13,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13
09,09,08,09,09,09,09,09,19,09,08,18,09,25,13,12,13,13,13,13,13,12,13,13,13,12,13,13,13,13,13,13
